,FEATURE REQUEST,DuplicatedCode,LargeClass,LongMethod,ExtractInterface,ExtractMethod,ExtractSuperclass,InlineMethod,MoveAndRenameClass,MoveAttribute,MoveClass,MoveMethod,PullUpAttribute,PullUpMethod,PushDownAttribute,PushDownMethod,RenameClass,RenameMethod
837,abstractinboundfilesynchronizer  doesnt  restore  remote  path  local  file  case  aws  s3  protocol  may  treelike  structure  actually  nested  path  artificial  complex  key  target  file  anyway  would  good  let  restore  structure  locally  even  cant  sftp  scan  current  directory  without  recursion  solution  look  like  fully  similar  one  case  aws  s3  protocol  may  treelike  structure  actually  nested  path  artificial  complex  key  target  file  anyway  would  good  let  restore  structure  locally  even  cant  sftp  scan  current  directory  without  recursion  solution  look  like  fully  similar  one,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
838,file  synchronizer  fetch  one  file  per  poll  remote  file  synchronizer  pull  file  polled  large  file  would  helpful  synchronizer  configured  limit  number  file  retrieves  poll,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
839,imap  message  rendering  consistency  pop3  render  mail  body  imap  render  header  since  22  wrapped  message  done  eagerly  fetch  message  cause  imap  mail  rendering  body  like  pop3  exacerbated  new  43  feature  use  header  mapper  cause  original  message  performed  mime  message  rendering  additional  information  payload  consider  delegating  field  restore  normal  imap  behavior  imap  message  also  add  option  eg  mail  receiver  allow  reverting  current  state  value  providing  consistency  across  pop3  imap  flag  set  also  change  rendering  header  mapper  consistent  mode  well,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
840,dsl  add  integrationflowsfrommygatewayclass  allow  flow  begin  simplifying  configuration  avoiding  need  find  gateway  something  like  bpp  build  gpfb,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
841,spca  source  proxy  applied  method  source  already  proxy  advise  method  advise  method  incorrect  would  improvement  consistently  use  remove  conditional  method  name  test,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
842,pagination  mongodb  inbound  adapter  would  like  new  numeric  property  pagesize  set  limit  find  query  default  1  limit  would  welcome  pull  request,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
843,messagingmethodinvokerhelper  error  message  improvement  following  result  exception  thread  main  unable  access  property  message  getter  method  caused  javalangillegalstateexception  invalid  method  parameter  message  expecting  single  payload  work  fine  issue  match  interpreted  collection  invocation  expression  possible  attempt  determine  element  process  simple  payload  thats  possible  least  log  meaningful  error  log  warning  tell  user  use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
844,make  expressionevaluatingrequesthandleradvice  dslfriendly  add  support  channel  name,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
845,ftp  inbound  adapteroutbound  gateway  support  spel  filenameregex  use  case  filename  regular  expression  constructed  fly  existing  attribute  could  allowed  static  pattern  possible  support  spel  expression  attribute  ftp  inbound  adapter  ftp  outbound  gateway  similar  following,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
846,compiled  spel  improvement  mmih  xml  one  define  exceptiontyperouter  create  easy  routing  based  type  exception  currently  easy  using  spring  integration  java  dsl  havent  checked  groovy  scala  version  expected  able  use  default  route  problematic  problematic  exception  wrapped  1  messagingexception  depending  level  occurred  fix  one  would  manually  define  pas  function  although  isnt  hard  would  nicer  could  use  dsl  instance  function,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
847,messagingmethodinvokerhelper  improvement  introduced  preference  use  spel  whenever  possible  invocation  fails  certain  known  reason  fall  back  using  spel  add  failure  counter  give  threshold  similar  spel  compiler  give  hardcoded  100  attempt  compile  threshold  exceeded  set  flag  permanently  use  spel  point  fail  log  failure  log  every  failure  like  current  failure  log  log  method  since  invoke  trycatch  appears  certain  exception  cause  spel  invoked  twice  ie  fall  back  spel  used  spel  first  place,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
848,provide  mechanism  configure  spel  propertyaccessors  function  java  configuration  add  pa  user  code  would  late  many  case  component  already  gotten  evaluation  context  would  done  run  early  application  context  lifecycle  open  jira  issue  might  find  easier  small  xml  snippet  one  class,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
849,add  json  representation  fileinfo  file  streaming  inbound  adapter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
850,jsonpropertyaccessor  cannot  return  array  value  used  retrieve  specific  indexed  value  json  array  doesnt  really  support  returning  whole  array  eg  used  subsequent  expression  iteration  result  returned  list  specifically  wrap  doesnt  offer  listlike  functionality  wrapped  instead  seems  work  workaround  specifying  array  index  string  isnt  needed  note  found  trying  use  thymeleaf  might  much  concern  spring  integration  anyway  prototype  fix  create  cleanedup  pull  request  test  like,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
851,support  custom  bean  naming  configuring  flow  would  like  able  set  bean  name  generated  listener  container  bean  andor  related  flow  bean  name  allow  end  bean  name  like,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
852,provide  dsl  version  intexceptiontyperouter  xml  one  define  create  easy  routing  based  type  exception  currently  easy  using  spring  integration  java  dsl  havent  checked  groovy  scala  version  expected  able  use  default  route  problematic  problematic  wrapped  1  messagingexception  depending  level  occurred  fix  one  would  manually  define  pas  function  although  isnt  hard  would  nicer  could  use  dsl  instance  function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
853,provide  stream  flux  splitting  support  jdk  9  support  would  great  si  support,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
854,allow  additive  header  black  listing  small  enhancement  current  solution  allows  set  header  add  header  existing  configuration  user  overwrite  existing  list  least  possible  consult  existing  set  excluded  header  user  merge  additional  header  existing  set,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
855,allow  additive  header  black  listing  small  enhancement  current  solution  allows  set  header  add  header  existing  configuration  user  overwrite  existing  list  least  possible  consult  existing  set  excluded  header  user  merge  additional  header  existing  set,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
856,add  support  webflux  server  side,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1
857,support  configuring  abstractinboundfilesynchronizingmessagesource  custom  scanner  example  allow  injection  custom  expose  scanner  changed,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
858,allow  user  set  id  defaultlockrepository  via  constructor  currently  id  set  random  instance  initialization  time  good  feature  allow  id  set  via  constructor  allows  user  lock  repository  set  something  meaningful,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
859,provide  mechanism  configure  messagehandlermethodfactory  currently  created  annotated  operation  need  single  instance  create  annotated  operation  could  nice  improvement  si  probably  also  exposed  bean  allow  framework  especially  world  spring  boot  interact  andor  override  example  one  framework  build  si  spring  cloud  stream  since  defines  set  annotation  data  handling  operation  creates  instance  set  match  one  provided  si  time  producing  different  result  simply  based  operation  annotated  would  nice  si  either  expose  look  bean  thus  allowing  shared,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
860,revisit  header  propagation  service  activator  2  year  developing  spring  integration  main  issue  came  across  multiple  time  summary  current  behavior  service  activating  handler  make  sense  use  case  service  activator  return  payload  course  header  incoming  message  propagated  service  activator  return  object  propagated  next  handler  without  change  proposed  change  remove  member  necessary  change  simply  decide  propate  input  message  header  payload  returned  handler  returned  message  propagated  change  amongst  others  scenario  would  solved  service  activator  would  able  user  able  ot  would  possible  split  message  collection  without  header  contained  message  synced  header  triggering  message  topic  discussed  opinion  need  revisited,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
861,add  delivery  attempt  header  add  header  adapter  embedded  retry  template  add  header  increment  sending  message,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
862,apply  metricsfactory  latebound  component  apply  perations  component  registered  context,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863,cannot  use  kotlin  spring  integration  504  java  still  working  integration  flow  dsl  notation  compiled  fail  run  time  spring  integration  cannot  find  method  use  route  config  rewritten  java  working  one  thing  kotlins  lambda  synthetic  class  java  spring  integration  see  lambda  another  hand  worked  dsl  thing  transform  still  work  kotlin  lambda  avoided  explicit  method  name  ugly  anyone  knew  solution  except  apply  shifting,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
864,messageheadersid  could  automatically  mapped  amqpheadersmessageid  currently  sent  amqp  outbound  adapter  value  two  field  get  discarded  altought  id  could  fixed  turning  implicit  id  generation  descendant  come  side  effect  difficult  debug  id  sent  received  message  defer  take  time  debug  call  hierarchy  understand  said  id  propose  map  id  timestamp  field  automatically  add  option  defining  transient  field,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
865,rotate  sftp  serversdirectories  poll  add  smart  poller  advice  rotate  across  multiple  directory  server  several  policy  standard  rotate  file  found  fair  rotate  every  poll  custom,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
866,consider  use  unlink  method  redistemplate  doremove  method  redismessagestore  method  called  key  removed  redis  upon  releasing  messagegroup  removing  key  form  redis  alternative  redistemplates  unlink  method  allow  performant  operation  used  purpose  however  unlink  operation  available  redis  40  backwardcompatibleness  prioritized  stay  preferably  unlink  supported  redis  use,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
867,jms  dslxml  inconsistent  receivetimeout  xml  parser  set  default  nowait  dsl  leaf  default  infinite  wait  consistent  dont  think  nowait  correct  reason  discussed  end  answer  infinite  wait  incorrect  maybe  1000  second  thought  perhaps  nowait  1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
868,enhancement  spring  integration  dsl  able  declaratively  handle  contenttype  used  define  handler  spring  cloud  stream  environment  spring  cloud  stream  performs  deserialization  byte  consumer  endpoint  method  argument  handler  annotated  used  determine  class  type  convert  byte  received  determined  class  type  becomes  argument  converter  also  selected  value  contenttype  message  header  runtime  actual  deserialization  performed  converter  mime  type  unknown  vanilla  setup  converter  mime  type  need  provided  mean  defining  bean  configuration  auto  configuration  process  springcloudstreamschema  one  auto  configured  handler  implemented  using  java  config  style  programming  one  write  annotated  method  argument  used  framework  registering  component  perform  byte  object  conversion  behindthescenes  since  developer  need  take  care  define  method  nothing  else  properly  setting  springcloudstreamschema  module  relevant  property  one  say  converter  defined  configured  declarative  manner  however  using  spring  integration  dsl  style  converter  need  configured  imperatively  example  using  spring  integration  dsl  building  mechanic  message  flow  become  much  intuitive  perspective  programmer  become  preferable  way  define  message  flow  java  config  request  enhance  spring  integration  dsl  handle  mimetype  conversion  declaratively,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
869,roo  generated  spring  mvc  apps  deployable  gae  currently  gae  raise  compilation  exception  roo  generated  jspx  file  gae  environment  problem  use  jasper  runtime  current  version  gae  alongside  geronimo  mean  gae  api  allows  jsp  implementation  jasper  support  jsp  20  spring  roo  generated  mvc  apps  use  number  jspfeatures  mostly  el  related  supported  current  web  container  gae  gae  deployment  currently  supported  roo  generated  spring  mvc  application  however  contact  google  resolve  issue  soon  possible  workaround  roo  could  ship  custom  tag  library  potentially  reduced  functionality  support  jsp  another  issue  need  resolved  full  support  default  gae  data  store  require  change  outlined  fully  support  reference  domain  object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
870,improve  addon  creation  support  developer  introducing  different  addon  generation  option  improve  addon  creation  support  developer  introducing  different  addon  generation  option  current  simple  addon  template  moved  new  addon  one  option  developer  choose  starting  new  spring  roo  addon  currently  three  addon  type  envisioned  simple  addon  command  operation  advanced  addon  command  operation  metadata  itd  generation  trigger  annotation  addon  specialized  addon  add  new  i18n  bundle  existing  mvc  addons,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
